gs://nodejs-docs-samples-vcm/daisy/14354051035_1037b30421_n.jpg,daisy
gs://nodejs-docs-samples-vcm/daisy/5586977262_6b24412805_n.jpg,daisy
gs://nodejs-docs-samples-vcm/daisy/14707111433_cce08ee007.jpg,daisy
gs://nodejs-docs-samples-vcm/daisy/2488902131_3417698611_n.jpg,daisy
gs://nodejs-docs-samples-vcm/daisy/506348009_9ecff8b6ef.jpg,daisy
gs://nodejs-docs-samples-vcm/daisy/2331133004_582772d58f_m.jpg,daisy
gs://nodejs-docs-samples-vcm/daisy/4511693548_20f9bd2b9c_m.jpg,daisy
gs://nodejs-docs-samples-vcm/daisy/12601254324_3cb62c254a_m.jpg,daisy
gs://nodejs-docs-samples-vcm/daisy/2473825306_62fd5f8785_n.jpg,daisy
gs://nodejs-docs-samples-vcm/dandelion/18089878729_907ed2c7cd_m.jpg,dandelion
gs://nodejs-docs-samples-vcm/dandelion/284497199_93a01f48f6.jpg,dandelion
gs://nodejs-docs-samples-vcm/dandelion/3554992110_81d8c9b0bd_m.jpg,dandelion
gs://nodejs-docs-samples-vcm/dandelion/4558536575_d43a611bd4_n.jpg,dandelion
gs://nodejs-docs-samples-vcm/dandelion/15782158700_3b9bf7d33e_m.jpg,dandelion
gs://nodejs-docs-samples-vcm/dandelion/8754822932_948afc7cef.jpg,dandelion
gs://nodejs-docs-samples-vcm/dandelion/2229906591_e953785d13.jpg,dandelion
gs://nodejs-docs-samples-vcm/dandelion/3991962484_085ba2da94.jpg,dandelion
gs://nodejs-docs-samples-vcm/dandelion/4500964841_b1142b50fb_n.jpg,dandelion
gs://nodejs-docs-samples-vcm/dandelion/7808545612_546cfca610_m.jpg,dandelion
